Customer_ID,Customer_Name,Age,Gender,City,State,Membership_Level,Acquisition_Channel,Customer_Tenure_Days,Total_Orders,Total_Items_Purchased,Total_Spend,Average_Order_Value,Preferred_Category,Website_Visits,App_Sessions,Days_Since_Last_Purchase,Purchase_Frequency_Per_Month,Average_Days_Between_Orders,Coupon_Usage_Rate,Return_Rate,Support_Tickets,Customer_Satisfaction,Preferred_Payment_Method,Future_CLV
CUST107838,Deepak Nair,29,Male,Kolkata,West Bengal,Silver,Social Media,1170,6,14,5635.84,939.31,Books,42,26,274,0.154,153.27,0.346,0.337,2,3.66,Credit Card,371.23
CUST107839,Sangeeta Patel,33,Female,Madurai,Tamil Nadu,Silver,Organic Search,541,1,3,1591.88,1591.88,Mobile & Accessories,97,56,900,0.055,400,0.224,0.583,3,3.01,Credit Card,200
CUST107840,Suman Bhatt,35,Female,Bhopal,Madhya Pradesh,Gold,Organic Search,1710,20,41,14786.68,739.33,Beauty & Personal Care,192,186,36,0.351,83.38,0.189,0.191,1,4.47,Credit Card,1406.71
CUST107841,Divya Shah,33,Female,Chennai,Tamil Nadu,,Organic Search,1530,33,68,18638.93,564.82,Sports & Fitness,111,79,11,0.647,44.97,0.641,0.458,2,4.05,Cash on Delivery,1097.16
CUST107842,Shalini Patel,27,Female,Pune,Maharashtra,Silver,Organic Search,990,11,38,3503.18,318.47,Fashion,125,82,117,0.333,95.92,0.459,0.593,2,4.18,Cash on Delivery,256.31
CUST107843,Manoj Bansal,45,Male,Kanpur,Uttar Pradesh,Gold,Organic Search,2610,22,74,9035.28,410.69,Home & Kitchen,273,158,170,0.253,156.71,0.638,0.6,5,3.02,UPI,370.3
CUST107844,Ashok Verma,22,Male,Pune,Maharashtra,Gold,Organic Search,540,5,14,1934.83,386.97,Fashion,27,20,583,0.278,102.38,0.182,0.129,1,4.48,Cash on Delivery,200
CUST107845,Anjali Iyer,29,Female,Chennai,Tamil Nadu,Silver,Paid Ads,866,24,41,14591.64,607.98,Books,104,65,48,0.831,32.38,0.516,0.281,3,3.5,UPI,811.28
CUST107846,Kiran Singh,44,Male,Jaipur,Rajasthan, Silver,Paid Ads,598,7,20,7898.43,1128.35,Grocery,29,15,73,0.351,90.76,0.306,0.133,4,3.75,Credit Card,464.27
CUST107847,Suresh Kulkarni,39,Male,Chennai,Tamil Nadu,Platinum,Organic Search,1133,12,26,14890.48,1240.87,Electronics,59,29,53,0.318,82.27,0.461,0.081,2,4.35,Credit Card,1255.79
CUST107848,Ravi Sharma,79,Male,Mysuru,Karnataka,Silver,Organic Search,1997,34,75,9294.69,273.37,Grocery,167,142,192,0.511,76.42,0.372,0.498,1,4.05,UPI,414.17
CUST107849,Vijay Sharma,18,Male,Delhi,Delhi,Silver,Email Marketing,180,1,3,307.23,307.23,Fashion,30,17,244,0.167,166.59,0.221,0.227,3,4.27,UPI,200
CUST107850,Praveen Verma,24,Male,Jodhpur,Rajasthan,Silver,Organic Search,720,9,26,2343.36,260.37,Fashion,46,30,68,0.375,79.7,0.376,0.171,5,3.26,Cash on Delivery,246.49
CUST107851,Ritu Agarwal,33,Female,Hyderabad,Telangana,Silver,Organic Search,896,8,19,2989.71,373.71,Beauty & Personal Care,211,134,119,0.268,94.17,0.286,0.337,0,4.19,UPI,332.67
CUST107852,Shalini Bansal,32,Female,Lucknow,Uttar Pradesh,Silver,Organic Search,242,1,2,375.92,375.92,Grocery,39,24,218,0.124,278.46,0.338,0.124,3,3.9,Debit Card,200
CUST107853,Anil Singh,32,Male,Vadodara,Gujarat,Silver,Organic Search,1440,18,60,6226.07,345.89,Fashion,101,54,7,0.375,77.65,0.448,0.217,2,3.65,Cash on Delivery,695.47
CUST107854,Manoj Iyer,37,Male,Chennai,Tamil Nadu,Gold,Email Marketing,1890,12,29,4359.62,363.3,Home & Kitchen,539,338,71,0.19,196.67,0.626,0.135,1,4.5,Cash on Delivery,799.6
CUST107855,Sonal Chauhan,32,Female,Howrah,West Bengal,Gold,Email Marketing,1122,9,18,5528.69,614.3,Electronics,439,356,321,0.241,152.96,0.509,0.078,2,3.47,UPI,640.19
CUST107856,Divya Bansal,40,Female,Bengaluru,Karnataka,Gold,Social Media,2160,41,90,11782.61,287.38,Mobile & Accessories,433,280,11,0.569,56.3,0.515,0.196,2,4.19,UPI,1814.59
CUST107857,Kavita Verma,38,Female,Chennai,Tamil Nadu,Platinum,Organic Search,1980,35,104,81471.2,2327.75,Electronics,69,30,9,0.53,40.21,0.406,0.278,6,3.8,Credit Card,4469.78
CUST107858,Karan Bansal,18,Male,Hyderabad,Telangana,Gold,Affiliate,180,2,6,2821.25,1410.62,Sports & Fitness,46,22,98,0.333,88.05,0.403,0.529,4,3.29,EMI,216.62
CUST107859,Vandana Pandey,33,Female,Kolkata,West Bengal,Silver,Organic Search,790,6,14,2901.12,483.52,Mobile & Accessories,124,81,605,0.228,122.23,0.193,0.324,2,3.88,UPI,200
CUST107860,Madhuri Agarwal,30,Female,Kanpur,Uttar Pradesh,Silver,Paid Ads,904,5,9,2591.93,518.39,Beauty & Personal Care,32,25,466,0.166,186.61,0.109,0.362,6,3.31,UPI,200
CUST107861,Rakesh Mehta,34,Male,Mumbai,Maharashtra,SILVER,Organic Search,1620,20,49,7194.46,359.72,Sports & Fitness,282,138,144,0.37,70.04,0.477,0.09,3,3.76,Debit Card,868.09
CUST107862,Usha Reddy,30,Female,Nagpur,Maharashtra,Gold,Organic Search,1260,12,32,12065.95,1005.5,Home & Kitchen,246,157,53,0.286,102.04,0.391,0.262,3,3.91,EMI,1040.39
CUST107863,Vikram Singh,19,Male,Jaipur,Rajasthan,Silver,Referral,233,8,8,7352.53,919.07,Sports & Fitness,34,31,26,1.03,31.37,0.555,0.27,3,3.35,UPI,415.61
CUST107864,Pallavi Mehta,36,Female,Kolkata,West Bengal,Silver,Referral,1209,13,48,12407.51,954.42,Beauty & Personal Care,244,206,142,0.323,79.65,0,0.273,4,3.73,Credit Card,712.58
CUST107865,Divya Menon,73,Female,Surat,Gujarat,Gold,Referral,3624,49,127,36625.07,747.45,Sports & Fitness,462,247,94,0.406,79.22,0.338,0.176,2,4.3,Debit Card,2028.82
CUST107866,Harish Thakur,18,Male,Mumbai,Maharashtra,Silver,Paid Ads,180,1,2,708.34,708.34,Fashion,71,55,196,0.167,181.19,0.299,0.113,5,3.66,UPI,200
CUST107867,Kiran Iyer,46,Male,Bengaluru,Karnataka,Gold,Organic Search,402,1,2,811.3,811.3,Grocery,114,87,244,0.075,400,0.542,0.27,4,3.1,Debit Card,200
CUST107868,Manish Patel,40,Male,Lucknow,Uttar Pradesh,Platinum,Paid Ads,2125,72,221,68141.5,946.41,Fashion,319,226,16,1.016,30.55,0.336,0.224,1,4.69,Credit Card,6264.07
CUST107869,Lakshmi Verma,25,Female,Delhi,Delhi,Gold,Social Media,810,9,26,3929.43,436.6,Fashion,105,99,26,0.333,76.42,0.75,0.215,1,3.81,UPI,539.36
CUST107870,Suman Joshi,23,Female,Mumbai,Maharashtra,Silver,Email Marketing,630,4,11,3173.51,793.38,Books,148,135,185,0.19,154.14,0.12,0.523,2,3.84,Debit Card,312.99
CUST107871,Rahul Iyer,34,Male,Mumbai,Maharashtra,Silver,Email Marketing,1620,12,24,4149.39,345.78,Fashion,126,66,58,0.222,108.51,0.39,0.452,4,3.97,Cash on Delivery,332.26
CUST107872,Arjun Chauhan,33,Other,Chennai,Tamil Nadu,Silver,Email Marketing,1530,13,31,9821.66,755.51,Fashion,157,106,35,0.255,125.95,0.474,0.285,3,3.74,Debit Card,925.16
CUST107873,Sandeep Pillai,37,Male,Pune,Maharashtra,Silver,Paid Ads,184,4,10,2767.91,691.98,Sports & Fitness,38,25,89,0.652,51.22,0.189,0.478,3,3.72,Credit Card,226.3
CUST107874,Kiran Bose,36,Male,Udaipur,Rajasthan,Silver,Email Marketing,1172,1,2,746.86,746.86,Grocery,60,38,48,0.026,400,0.474,0.414,6,2.99,Credit Card,200
CUST107875,Rakesh Bansal,37,Male,Nagpur,Maharashtra,Gold,Affiliate,1333,43,113,11934.6,277.55,Electronics,274,201,75,0.968,40.88,0.599,0.412,2,3.89,Cash on Delivery,952.37
CUST107876,Radhika Pandey,23,Female,Noida,Uttar Pradesh,Silver,Social Media,193,7,13,4227.81,603.97,Beauty & Personal Care,30,27,14,1.088,26.41,0.386,0.412,2,4.35,Credit Card,551.95
CUST107877,Sarika Iyer,31,Female,Kolkata,West Bengal,Silver,Social Media,217,2,4,978.41,489.2,Electronics,14,10,224,0.276,104.35,0.154,0.219,0,3.54,UPI,200
CUST107878,Swati Agarwal,35,Female,Patna,Bihar,Gold,Paid Ads,1690,25,64,20135.7,805.43,Home & Kitchen,262,207,8,0.444,76.64,0.277,0.251,2,4.22,UPI,1908.02
CUST107879,Pooja Iyer,30,Female,Ludhiana,Punjab,Silver,Paid Ads,319,3,9,2903.07,967.69,Electronics,20,8,146,0.282,108.93,0.944,0.172,3,3.19,Credit Card,208.15
CUST107880,Pankaj Gupta,37,Male,Chennai,Tamil Nadu,Silver,Affiliate,1019,10,16,3750.01,375,Beauty & Personal Care,179,140,86,0.294,93.99,0.287,0.243,0,4,UPI,600.24
CUST107881,Praveen Gupta,41,Male,Mumbai,Maharashtra,Silver,Organic Search,1826,5,6,6403.11,1280.62,Home & Kitchen,312,228,275,0.082,296.99,0.585,0.25,3,4.55,Credit Card,622.46
CUST107882,Shalini Rao,25,Female,Madurai,Tamil Nadu,Silver,Email Marketing,810,16,34,6065.11,379.07,Electronics,148,144,21,0.593,48.24,0.844,0.409,1,4.37,UPI,350.37
CUST107883,Pankaj Chatterjee,32,Male,Delhi,Delhi,Platinum,Email Marketing,1231,13,31,16444.85,1264.99,Beauty & Personal Care,398,235,227,0.317,102.32,0.123,0.42,2,3.93,Net Banking,897.71
CUST107884,Sarika Reddy,28,Female,Mumbai,Maharashtra,Platinum,Email Marketing,1080,52,129,36317.75,698.42,Electronics,98,102,33,1.444,19.12,0.807,0.17,0,4.53,UPI,3325.4
CUST107885,Sanjay Reddy,29,Male,Kozhikode,Kerala,Silver,Paid Ads,379,1,3,754.08,754.08,Electronics,48,31,900,0.079,400,0.029,0.289,3,4.16,Credit Card,200
CUST107886,Deepak Thakur,19,,Coimbatore,Tamil Nadu,Silver,Referral,270,3,8,1776.46,592.15,Beauty & Personal Care,85,71,83,0.333,91.31,0.405,0.24,1,4.11,UPI,235.11
CUST107887,Deepak Nair,35,Male,Mysuru,Karnataka,Silver,Email Marketing,541,2,4,1873.71,936.85,Fashion,10,7,129,0.111,230.79,0.333,0.478,4,3.58,Credit Card,200
CUST107888,Manoj Gupta,55,Male,Delhi,Delhi,Platinum,Organic Search,1901,58,140,56944.19,981.8,Sports & Fitness,217,133,6,0.915,28.07,0.407,0.091,0,4.08,Credit Card,6086.5
CUST107889,Naveen Kumar,35,Other,Delhi,Delhi,Gold,Organic Search,1582,15,30,15579.43,1038.63,Sports & Fitness,374,241,88,0.284,72.47,0.73,0.281,0,3.44,Credit Card,1417.5
CUST107890,Ashok Agarwal,50,Male,Udaipur,Rajasthan,Gold,Organic Search,3060,64,101,18365.22,286.96,Mobile & Accessories,508,321,89,0.627,55.3,0.305,0.285,3,4.12,Cash on Delivery,1632.13
CUST107891,Vidya Joshi,42,Female,Indore,Madhya Pradesh,Silver,Referral,426,2,2,1282.12,641.06,Home & Kitchen,39,26,35,0.141,207.3,0.647,0.172,1,3.91,Debit Card,202.7
CUST107892,Pankaj Kulkarni,26,Male,Pune,Maharashtra,Gold,Paid Ads,900,28,59,15192.37,542.58,Sports & Fitness,44,34,13,0.933,30.22,0.247,0.6,2,3.5,UPI,1493.23
CUST107893,Nisha Menon,35,Female,Bengaluru,Karnataka,Gold,Paid Ads,1098,4,11,2329.91,582.48,Grocery,112,77,190,0.109,291.32,0.182,0.061,0,4.62,Debit Card,258.61
CUST107894,Madhuri Kumar,38,Female,Thiruvananthapuram,Kerala,Gold,Paid Ads,1980,17,29,9584.2,563.78,Electronics,721,472,145,0.258,132.85,0.563,0.457,2,3.52,Debit Card,882.38
CUST107895,Sanjay Mishra,38,Male,Delhi,Delhi,Silver,Social Media,1784,12,28,8520.72,710.06,Sports & Fitness,341,209,126,0.202,152.95,0.293,0.285,1,4.41,Credit Card,769.3
CUST107896,Anil Mehta,26,Male,Lucknow,Uttar Pradesh,Silver,Social Media,863,12,12,3505.78,292.15,Fashion,33,18,13,0.417,76.33,0.445,0.481,4,3.61,UPI,354.76
CUST107897,Rakesh Joshi,34,Male,Pune,Maharashtra,Silver,Social Media,546,2,2,556.36,278.18,Beauty & Personal Care,59,31,67,0.11,264.84,0.449,0.301,0,3.77,UPI,200
CUST107898,Nandini Iyer,45,Female,Patna,Bihar,Silver,Organic Search,953,16,29,15381.04,961.32,Books,215,127,36,0.504,60.22,0.291,0.566,5,3.19,EMI,828.75
CUST107899,Rakesh Chauhan,20,Male,Coimbatore,Tamil Nadu,Gold,Organic Search,360,10,20,6805.6,680.56,Sports & Fitness,185,146,34,0.833,39.91,0.748,0.168,0,4.38,Debit Card,914.79
CUST107900,Rohit Bhatt,40,Male,Kozhikode,Kerala,Platinum,Referral,1598,56,154,26260.71,468.94,Grocery,263,166,41,1.051,27.55,0.512,0.084,1,4.43,Debit Card,2439.77
CUST107901,Deepika Shah,41,Female,Noida,Uttar Pradesh,Gold,Social Media,1154,8,14,4235.63,529.45,Grocery,139,81,316,0.208,155.96,0.081,0.268,1,3.01,UPI,306.96
CUST107902,Nandini Gupta,18,Female,Ludhiana,Punjab,Silver,Paid Ads,178,3,7,1853.37,617.79,Mobile & Accessories,28,25,66,0.506,57.85,0.294,0.586,3,4.09,UPI,200
CUST107903,Suresh Singh,27,Male,Delhi,Delhi,Silver,Email Marketing,990,7,25,2405.43,343.63,Electronics,200,134,322,0.212,129.54,0.266,0.176,1,3.96,UPI,262.67
CUST107904,Deepak Yadav,30,Male,Ludhiana,Punjab,Silver,Affiliate,1178,4,11,1839.67,459.92,Home & Kitchen,85,52,225,0.102,253.8,0.853,0.255,1,3.88,UPI,200
CUST107905,Sangeeta Bhatt,39,Female,Bengaluru,Karnataka,Gold,Paid Ads,1154,6,12,5164.43,860.74,Sports & Fitness,530,342,37,0.156,176.07,0.794,0.356,1,3.77,UPI,468.78
CUST107906,Suresh Pillai,32,Male,Noida,Uttar Pradesh,Platinum,Organic Search,1440,40,110,17071.07,426.78,Mobile & Accessories,126,105,17,0.833,31.85,0.441,0.6,7,3.74,Debit Card,1397.89
CUST107907,Kajal Desai,28,Female,Hyderabad,Telangana,Platinum,Organic Search,1080,9,31,11194.2,1243.8,,152,93,80,0.25,139.42,0.391,0.53,2,3.44,Credit Card,874.58
CUST107908,Harish Kulkarni,33,Male,Jaipur,Rajasthan,Silver,Referral,1530,4,11,2259.85,564.96,Books,7,4,278,0.078,400,0.365,0.6,4,2.82,UPI,222.06
CUST107909,Sunita Nair,35,Other,Kozhikode,Kerala,Gold,Social Media,488,1,3,716.23,716.23,Fashion,92,83,852,0.061,400,0.338,0.168,0,4.77,UPI,200
CUST107910,Madhuri Menon,31,Female,Guwahati,Assam,Silver,Affiliate,1238,15,30,4106.16,273.74,Sports & Fitness,203,112,318,0.363,85.37,0.331,0.199,0,4.69,UPI,317.99
CUST107911,Lakshmi Bansal,45,Female,Bengaluru,Karnataka,Gold,Organic Search,498,12,19,7945.46,662.12,Electronics,264,155,56,0.723,40.96,0.535,0.29,1,4.09,UPI,656.22
CUST107912,Vidya Das,32,Female,Ahmedabad,Gujarat,Platinum,Organic Search,772,8,17,11424.99,1428.12,Grocery,172,120,30,0.311,99.94,0.235,0.106,1,4.38,Credit Card,2276.57
CUST107913,Meera Chauhan,38,Other,Bhopal,Madhya Pradesh,Platinum,Organic Search,1980,66,166,73408.21,1112.25,Home & Kitchen,382,195,31,1,29.72,0.411,0.327,1,4.24,Credit Card,3877.78
CUST107914,Vandana Singh,24,Female,Indore,Madhya Pradesh,Gold,Email Marketing,720,15,35,8959.83,597.32,Home & Kitchen,192,127,55,0.625,53,0.28,0.242,3,3.95,UPI,307.41
CUST107915,Pooja Thakur,35,Female,Patna,Bihar,Gold,Paid Ads,1710,20,57,32520.04,1626,Books,309,248,16,0.351,93.83,0.827,0.156,3,3.75,EMI,3346.18
CUST107916,Meera Mishra,28,Female,Bhopal,Madhya Pradesh,Silver,Email Marketing,329,2,4,1847.48,923.74,Mobile & Accessories,64,43,279,0.182,142.26,0.147,0.6,1,3.84,Credit Card,200
CUST107917,Naveen Pillai,28,Male,Mumbai,Maharashtra,Silver,Email Marketing,1080,8,15,12914.15,1614.27,Books,82,58,95,0.222,129.68,0.474,0.351,2,3.96,EMI,712.95
CUST107918,Swati Tiwari,44,Female,Chandigarh,Punjab,Gold,Referral,543,4,7,3755.89,938.97,Home & Kitchen,82,27,214,0.221,135.97,0.477,0.35,2,4.46,EMI,314.47
CUST107919,Suman Joshi,27,Female,Ahmedabad,Gujarat,Platinum,Paid Ads,229,3,10,4938.56,1646.19,Beauty & Personal Care,52,31,16,0.393,90.5,0.424,0.16,2,4.21,Credit Card,742.95
CUST107920,Priya Rao,28,Female,Delhi,Delhi,Gold,Social Media,893,20,35,31564.12,1578.21,Home & Kitchen,146,78,45,0.672,42.82,0.689,0.16,0,4.39,Credit Card,2523.06
CUST107921,Divya Shah,18,Female,Thiruvananthapuram,Kerala,Silver,Email Marketing,180,1,2,292.77,292.77,Electronics,53,30,165,0.167,179.95,0.134,0.103,5,3.45,UPI,200
CUST107922,Lakshmi Menon,25,Female,Hyderabad,Telangana,Silver,Paid Ads,810,6,11,2059.61,343.27,Fashion,134,86,398,0.222,145.42,0.187,0.282,4,4.14,Debit Card,200
CUST107923,Shreya Pillai,18,Female,Lucknow,Uttar Pradesh,Gold,Social Media,180,3,5,1545.39,515.13,Home & Kitchen,48,29,57,0.5,50.67,0.391,0.489,2,4.02,UPI,236.76
CUST107924,Priya Kulkarni,41,Female,Hyderabad,Telangana,Gold,Paid Ads,700,13,33,9664.41,743.42,Mobile & Accessories,139,60,164,0.557,49.54,0.469,0.431,1,3.53,Credit Card,616.82
CUST107925,Pallavi Verma,35,Female,Bengaluru,Karnataka,Platinum,Organic Search,788,21,59,17082.63,813.46,Books,119,54,62,0.799,45.14,0.529,0.281,3,3.97,UPI,1774.05
CUST107926,Manish Das,38,Male,Bengaluru,Karnataka,Gold,Organic Search,1629,7,17,7539.95,1077.14,Electronics,210,144,103,0.129,198.68,0.39,0.233,1,3.92,Credit Card,871.62
CUST107927,Deepak Tiwari,36,Male,Ahmedabad,Gujarat,Platinum,Email Marketing,1472,46,131,40998.17,891.26,Electronics,231,151,47,0.937,29.28,0.915,0.303,2,4.24,Credit Card,3969.62
CUST107928,Priya Chauhan,24,Female,Mumbai,Maharashtra,Silver,Organic Search,720,10,19,6960.57,696.06,Sports & Fitness,131,71,190,0.417,60.27,0.288,0.112,1,4.25,UPI,1730.59
CUST107929,Manoj Agarwal,39,Male,Delhi,Delhi,Gold,Organic Search,2070,27,60,17822.89,660.11,Electronics,381,244,676,0.391,88.45,0.129,0.084,1,4.7,Credit Card,1087.41
CUST107930,Anjali Patel,30,Female,Coimbatore,Tamil Nadu,Platinum,Organic Search,903,23,61,32646.29,1419.4,Grocery,364,205,62,0.764,41.49,0.495,0.331,1,4.2,Credit Card,3097.84
CUST107931,Radhika Agarwal,37,Female,Jodhpur,Rajasthan,Silver,Paid Ads,745,3,9,2562.25,854.08,Grocery,42,10,279,0.121,227.48,0.215,0.381,3,3.57,UPI,269.75
CUST107932,Nitin Rao,18,Male,Pune,Maharashtra,Gold,Organic Search,180,2,4,1545.09,772.55,Mobile & Accessories,64,41,195,0.333,90.77,0.294,0.362,7,3.04,Credit Card,200
CUST107933,Deepika Agarwal,22,Female,Bengaluru,Karnataka,Gold,Paid Ads,540,1,1,1097.3,1097.3,Fashion,61,32,206,0.056,400,0.63,0.483,2,3.99,EMI,200
CUST107934,Sarika Tiwari,26,Female,Noida,Uttar Pradesh,Silver,Organic Search,770,6,18,1443.97,240.66,Fashion,17,11,142,0.234,100.94,0.352,0.201,1,4.12,Debit Card,200
CUST107935,Aditya Reddy,34,Other,Coimbatore,Tamil Nadu,Gold,Organic Search,597,8,13,9423.87,1177.98,Grocery,137,76,19,0.402,75.09,0.216,0.197,1,4.5,Credit Card,974.75
CUST107936,Pankaj Chauhan,19,Male,Mysuru,Karnataka,Silver,Paid Ads,178,1,3,284.72,284.72,Sports & Fitness,10,8,900,0.169,193.4,0.326,0.151,1,3.94,UPI,200
CUST107937,Abhishek Verma,50,Male,Hubballi,Karnataka,Gold,Paid Ads,1381,15,28,6288.9,419.26,Home & Kitchen,323,248,58,0.326,94.82,0.413,0.148,3,4.54,Cash on Delivery,877.95
CUST107938,Priya Kulkarni,42,Female,Mysuru,Karnataka,Gold,Social Media,1387,8,17,4550.37,568.8,Fashion,272,136,117,0.173,171.97,0.145,0.288,3,4.07,UPI,374.49
CUST107939,Kavita Bose,42,Female,Noida,Uttar Pradesh,Silver,Organic Search,1583,7,15,1970.55,281.51,Home & Kitchen,144,111,483,0.133,226.67,0.664,0.255,3,3.45,Debit Card,200
CUST107940,Divya Thakur,43,Female,Bengaluru,Karnataka,Gold,Organic Search,425,5,11,4546.57,909.31,Mobile & Accessories,108,47,306,0.353,80.61,0.202,0.186,3,4.28,Debit Card,596.29
CUST107941,Shalini Pillai,36,Female,Kozhikode,Kerala,Silver,Paid Ads,331,2,5,546.21,273.11,Home & Kitchen,22,12,88,0.181,147.76,0.255,0.086,1,3.97,UPI,200
CUST107942,Yogesh Sharma,23,Male,Delhi,Delhi,Platinum,Social Media,630,5,10,4240.98,848.2,Mobile & Accessories,289,159,84,0.238,138.59,0.401,0.156,2,4.15,Credit Card,497.98
CUST107943,Deepak Yadav,15,Male,Jaipur,Rajasthan,Silver,Paid Ads,30,1,3,549.33,549.33,Mobile & Accessories,4,2,117,1,29.9,0.415,0.332,0,4.34,Cash on Delivery,200
CUST107944,Kajal Rao,28,Female,Kanpur,Uttar Pradesh,Gold,Social Media,1080,14,40,5095.94,364,Grocery,319,263,72,0.389,74.11,0.215,0.221,1,3.77,UPI,743.98
CUST107945,Arjun Agarwal,30,Male,Chennai,Tamil Nadu,Gold,Paid Ads,704,6,15,3507.18,584.53,Home & Kitchen,102,56,44,0.256,133.59,0.397,0.265,1,3.95,UPI,382.47
CUST107946,Sunita Mishra,39,Female,Chandigarh,Punjab,Platinum,Paid Ads,2070,66,103,66383.64,1005.81,Sports & Fitness,187,104,117,0.957,30.12,0.793,0.43,,3.22,EMI,4689.66
CUST107947,Suman Shah,27,Female,Ahmedabad,Gujarat,Platinum,Social Media,990,23,61,18891.29,821.36,Grocery,43,29,23,0.697,46.41,0.581,0.424,5,3.26,Debit Card,1352.39
CUST107948,Divya Verma,27,Female,Chennai,Tamil Nadu,Silver,Organic Search,990,3,8,2140,713.33,Electronics,55,29,208,0.091,309.78,0.291,0.129,0,4.52,UPI,266.7
CUST107949,Ritu Bose,40,Female,Indore,Madhya Pradesh,Platinum,Email Marketing,2160,45,125,28547.88,634.4,Books,269,218,144,0.625,49.37,0.533,0.087,2,4.43,UPI,2017
CUST107950,Amit Kumar,25,Male,Delhi,Delhi,Silver,Affiliate,754,6,14,4615.7,769.28,Electronics,72,30,335,0.239,146.12,0.608,0.386,3,3.58,UPI,248.02
CUST107951,Yogesh Bose,30,Male,Kanpur,Uttar Pradesh,Silver,Referral,1160,7,20,5682.11,811.73,Electronics,40,29,108,0.181,168.96,0.349,0.086,4,3.6,Credit Card,556.04
CUST107952,Anjali Pandey,31,Female,Bhopal,Madhya Pradesh,Platinum,Paid Ads,1350,35,87,34479.51,985.13,Electronics,564,306,24,0.778,45.81,0.018,0.12,2,4.4,Net Banking,4201.21
CUST107953,Sangeeta Bansal,37,Female,Mumbai,Maharashtra,Platinum,Organic Search,1151,47,84,27463.08,584.32,Sports & Fitness,158,131,37,1.225,28.72,0.073,0.33,3,4.25,Debit Card,3110.48
CUST107954,Vandana Reddy,38,Female,Hyderabad,Telangana,Silver,Social Media,1608,13,33,6740.58,518.51,Sports & Fitness,140,116,13,0.243,112.73,0.074,0.292,3,3.64,UPI,708.82
CUST107955,Abhishek Chauhan,27,Male,Delhi,Delhi,,Email Marketing,985,12,35,9289.09,774.09,Fashion,335,180,74,0.365,90.74,0.227,0.004,1,4.84,Debit Card,1293.05
CUST107956,Rekha Patel,19,Female,Kozhikode,Kerala,Silver,Email Marketing,270,8,13,8266.51,1033.31,Electronics,41,32,7,0.889,35.16,0.175,0.346,4,3.97,EMI,803.45
CUST107957,Ashok Desai,42,Male,Chennai,Tamil Nadu,Gold,Organic Search,2340,50,114,26982.17,539.64,Electronics,268,200,9,0.641,51.26,0.137,0.292,1,4.33,Debit Card,1972.89
CUST107958,Vijay Rao,18,Male,Pune,Maharashtra,Platinum,Email Marketing,180,3,7,1910.29,636.76,Home & Kitchen,98,47,232,0.5,65.63,0.321,0.251,1,4.31,Credit Card,200
CUST107959,Neha Yadav,35,Other,Ludhiana,Punjab,Silver,Email Marketing,992,16,34,4057.72,253.61,Sports & Fitness,85,50,36,0.484,60.99,0.704,0.198,1,3.8,UPI,468.01
CUST107960,Ajay Chatterjee,32,Male,Bengaluru,Karnataka,Platinum,Referral,1440,56,139,52163.9,931.5,Sports & Fitness,210,138,14,1.167,20.6,0.576,0.157,1,4.2,Credit Card,5831.31
CUST107961,Naveen Shah,34,Male,Chennai,Tamil Nadu,Platinum,Organic Search,1530,18,31,27064.24,1503.57, Books,226,195,10,0.353,85.68,0.305,0.269,1,3.67,Credit Card,2749.44
CUST107962,Rakesh Bhatt,34,Male,Delhi,Delhi,Silver,Social Media,1134,4,9,3690.81,922.7,Beauty & Personal Care,285,161,399,0.106,253.15,0.12,0.028,0,4.36,UPI,338.61
CUST107963,Radhika Tiwari,30,Female,Delhi,Delhi,Platinum,Paid Ads,1255,76,161,81431.83,1071.47,Electronics,247,226,18,1.817,15.51,0.351,0.457,5,3.47,Credit Card,4422.85
CUST107964,Rakesh Menon,31,Male,Bengaluru,Karnataka,Silver,Referral,1350,7,7,2829.45,404.21,Fashion,243,138,78,0.156,223.18,0.032,0.059,1,3.32,UPI,363.99
CUST107965,Rakesh Verma,35,Male,Hyderabad,Telangana,Platinum,Organic Search,1710,18,41,7354.31,408.57,Sports & Fitness,425,314,17,0.316,83.44,0.63,0.385,2,4.11,UPI,699.71
CUST107966,Vijay Yadav,34,Male,Jaipur,Rajasthan,Silver,Social Media,1429,12,36,4223,351.92,Sports & Fitness,92,48,131,0.252,114.39,0.398,0.21,2,4.35,Debit Card,331.06
CUST107967,Nandini Yadav,18,Female,Hyderabad,Telangana,Silver,Paid Ads,180,1,4,514.9,514.9,Mobile & Accessories,19,11,59,0.167,184.43,0.249,0.598,2,3.03,UPI,200
CUST107968,Manish Rao,31,Male,Pune,Maharashtra,Gold,Social Media,1206,17,34,27065.21,1592.07,Beauty & Personal Care,148,72,89,0.423,66.35,0.12,0.231,2,3.94,Net Banking,1919.02
CUST107969,Anita Shah,38,Female,Mumbai,Maharashtra,Gold,Social Media,570,8,16,3610.81,451.35,Grocery,60,48,207,0.421,64,0.648,0.211,1,4.11,UPI,385.58
CUST107970,Radhika Agarwal,26,Female,Noida,Uttar Pradesh,Silver,Referral,900,13,34,6253.24,481.02,Fashion,121,59,57,0.433,64.46,0.65,0.31,2,3.81,Cash on Delivery,497.67
CUST107971,Meera Agarwal,36,Female,Bengaluru,Karnataka,Silver,Social Media,924,4,7,4285.68,1071.42,Beauty & Personal Care,203,114,302,0.13,203.41,0.507,0.185,0,4.12,EMI,270.48
